"","hydrophobicity.Group1","hydrophobicity.Group2","hydrophobicity.Group3","normwaalsvolume.Group1","normwaalsvolume.Group2","normwaalsvolume.Group3","polarity.Group1","polarity.Group2","polarity.Group3","polarizability.Group1","polarizability.Group2","polarizability.Group3","charge.Group1","charge.Group2","charge.Group3","secondarystruct.Group1","secondarystruct.Group2","secondarystruct.Group3","solventaccess.Group1","solventaccess.Group2","solventaccess.Group3"
"FBpp0076374",0.421428571428571,0.360714285714286,0.217857142857143,0.364285714285714,0.364285714285714,0.271428571428571,0.239285714285714,0.317857142857143,0.442857142857143,0.307142857142857,0.421428571428571,0.271428571428571,0.167857142857143,0.696428571428571,0.135714285714286,0.507142857142857,0.228571428571429,0.264285714285714,0.317857142857143,0.421428571428571,0.260714285714286
"ENSSSCP00000035603.1",0.304174950298211,0.417495029821074,0.278330019880716,0.42544731610338,0.330019880715706,0.244532803180915,0.308151093439364,0.36182902584493,0.330019880715706,0.326043737574553,0.429423459244533,0.244532803180915,0.127236580516899,0.779324055666004,0.0934393638170974,0.467196819085487,0.222664015904573,0.31013916500994,0.433399602385686,0.304174950298211,0.262425447316103
"ENSDARP00000113458.1",0.390909090909091,0.463636363636364,0.145454545454545,0.481818181818182,0.218181818181818,0.3,0.181818181818182,0.418181818181818,0.4,0.463636363636364,0.236363636363636,0.3,0.154545454545455,0.727272727272727,0.118181818181818,0.318181818181818,0.190909090909091,0.490909090909091,0.427272727272727,0.390909090909091,0.181818181818182
"ENSMUSP00000141354.1",0.25974025974026,0.441558441558442,0.298701298701299,0.467532467532468,0.233766233766234,0.298701298701299,0.337662337662338,0.376623376623377,0.285714285714286,0.350649350649351,0.350649350649351,0.298701298701299,0.155844155844156,0.766233766233766,0.0779220779220779,0.337662337662338,0.324675324675325,0.337662337662338,0.467532467532468,0.25974025974026,0.272727272727273
"YHR052W_mRNA",0.409574468085106,0.300531914893617,0.289893617021277,0.327127659574468,0.420212765957447,0.252659574468085,0.311170212765957,0.265957446808511,0.422872340425532,0.289893617021277,0.457446808510638,0.252659574468085,0.164893617021277,0.683510638297872,0.151595744680851,0.457446808510638,0.25531914893617,0.287234042553192,0.356382978723404,0.409574468085106,0.234042553191489
"ENSPMAP00000007935.1",0.254677754677755,0.566528066528067,0.178794178794179,0.523908523908524,0.288981288981289,0.187110187110187,0.213097713097713,0.488565488565489,0.298336798336798,0.385654885654886,0.427234927234927,0.187110187110187,0.0675675675675676,0.855509355509355,0.0769230769230769,0.426195426195426,0.191268191268191,0.382536382536383,0.357588357588358,0.254677754677755,0.387733887733888
"ENSGALP00000049327.2",0.296164772727273,0.387073863636364,0.316761363636364,0.413352272727273,0.348721590909091,0.237926136363636,0.333806818181818,0.343039772727273,0.323153409090909,0.329545454545455,0.432528409090909,0.237926136363636,0.120738636363636,0.762784090909091,0.116477272727273,0.503551136363636,0.25,0.246448863636364,0.459517045454545,0.296164772727273,0.244318181818182
"ENSP00000357998.4",0.401315789473684,0.309210526315789,0.289473684210526,0.328947368421053,0.409210526315789,0.261842105263158,0.330263157894737,0.255263157894737,0.414473684210526,0.267105263157895,0.471052631578947,0.261842105263158,0.134210526315789,0.701315789473684,0.164473684210526,0.488157894736842,0.255263157894737,0.256578947368421,0.361842105263158,0.401315789473684,0.236842105263158
"YHR146W_mRNA",0.410752688172043,0.365591397849462,0.223655913978495,0.406451612903226,0.374193548387097,0.219354838709677,0.227956989247312,0.354838709677419,0.417204301075269,0.318279569892473,0.462365591397849,0.219354838709677,0.165591397849462,0.668817204301075,0.165591397849462,0.440860215053763,0.236559139784946,0.32258064516129,0.329032258064516,0.410752688172043,0.260215053763441
"YPL096C-A_mRNA",0.191176470588235,0.323529411764706,0.485294117647059,0.367647058823529,0.338235294117647,0.294117647058824,0.529411764705882,0.264705882352941,0.205882352941176,0.294117647058824,0.411764705882353,0.294117647058824,0.0588235294117647,0.852941176470588,0.0882352941176471,0.411764705882353,0.352941176470588,0.235294117647059,0.558823529411765,0.191176470588235,0.25
"ENSORLP00000034126.1",0.143312101910828,0.386942675159236,0.469745222929936,0.517515923566879,0.342356687898089,0.140127388535032,0.477707006369427,0.369426751592357,0.152866242038217,0.378980891719745,0.480891719745223,0.140127388535032,0.0573248407643312,0.890127388535032,0.0525477707006369,0.272292993630573,0.493630573248408,0.234076433121019,0.517515923566879,0.143312101910828,0.339171974522293
"ENSP00000497884.1",0.536231884057971,0.246376811594203,0.217391304347826,0.289855072463768,0.376811594202899,0.333333333333333,0.260869565217391,0.202898550724638,0.536231884057971,0.246376811594203,0.420289855072464,0.333333333333333,0.188405797101449,0.666666666666667,0.144927536231884,0.521739130434783,0.27536231884058,0.202898550724638,0.27536231884058,0.536231884057971,0.188405797101449
"ENSDARP00000114087.1",0.369736842105263,0.375,0.255263157894737,0.411842105263158,0.325,0.263157894736842,0.267105263157895,0.313157894736842,0.419736842105263,0.321052631578947,0.415789473684211,0.263157894736842,0.144736842105263,0.719736842105263,0.135526315789474,0.481578947368421,0.247368421052632,0.271052631578947,0.364473684210526,0.369736842105263,0.265789473684211
"FBpp0088191",0.36231884057971,0.381642512077295,0.256038647342995,0.403381642512077,0.422705314009662,0.173913043478261,0.280193236714976,0.347826086956522,0.371980676328502,0.342995169082126,0.483091787439614,0.173913043478261,0.0845410628019324,0.770531400966184,0.144927536231884,0.461352657004831,0.214975845410628,0.323671497584541,0.355072463768116,0.36231884057971,0.282608695652174
"ENSP00000342434.4",0.422791638570465,0.320296695886716,0.256911665542819,0.341874578556979,0.365475387727579,0.292650033715442,0.279163857046527,0.270397842211733,0.45043830074174,0.27242076871207,0.434929197572488,0.292650033715442,0.183412002697235,0.646662171274444,0.169925826028321,0.546864463924477,0.204315576534053,0.24881995954147,0.337828725556305,0.422791638570465,0.23937963587323
"ENSCINP00000004280.3",0.323699421965318,0.329479768786127,0.346820809248555,0.341040462427746,0.364161849710983,0.294797687861272,0.369942196531792,0.277456647398844,0.352601156069364,0.283236994219653,0.421965317919075,0.294797687861272,0.144508670520231,0.76878612716763,0.0867052023121387,0.445086705202312,0.300578034682081,0.254335260115607,0.398843930635838,0.323699421965318,0.277456647398844
"YML093W_mRNA",0.511679644048943,0.280311457174639,0.208008898776418,0.353726362625139,0.39154616240267,0.254727474972191,0.221357063403782,0.254727474972191,0.523915461624027,0.325917686318131,0.419354838709677,0.254727474972191,0.172413793103448,0.602892102335929,0.224694104560623,0.508342602892102,0.170189098998888,0.32146829810901,0.280311457174639,0.511679644048943,0.208008898776418
"ENSMUSP00000141003.1",0.340148698884758,0.371747211895911,0.288104089219331,0.436802973977695,0.355018587360595,0.20817843866171,0.308550185873606,0.33457249070632,0.356877323420074,0.353159851301115,0.438661710037175,0.20817843866171,0.115241635687732,0.726765799256506,0.157992565055762,0.407063197026022,0.254646840148699,0.338289962825279,0.4182156133829,0.340148698884758,0.241635687732342
"FBpp0079498",0.319607843137255,0.386274509803922,0.294117647058824,0.388235294117647,0.401960784313726,0.209803921568627,0.313725490196078,0.349019607843137,0.337254901960784,0.307843137254902,0.482352941176471,0.209803921568627,0.105882352941176,0.82156862745098,0.0725490196078431,0.468627450980392,0.215686274509804,0.315686274509804,0.431372549019608,0.319607843137255,0.249019607843137
"ENSP00000493136.1",0.251572327044025,0.50314465408805,0.245283018867925,0.415094339622642,0.213836477987421,0.371069182389937,0.251572327044025,0.345911949685535,0.40251572327044,0.289308176100629,0.339622641509434,0.371069182389937,0.150943396226415,0.811320754716981,0.0377358490566038,0.528301886792453,0.169811320754717,0.30188679245283,0.377358490566038,0.251572327044025,0.371069182389937
"ENSMUSP00000111510.1",0.33695652173913,0.378623188405797,0.284420289855072,0.422101449275362,0.324275362318841,0.253623188405797,0.302536231884058,0.342391304347826,0.355072463768116,0.355072463768116,0.391304347826087,0.253623188405797,0.141304347826087,0.748188405797101,0.110507246376812,0.46195652173913,0.244565217391304,0.293478260869565,0.425724637681159,0.33695652173913,0.23731884057971
"ENSCHIP00000005468.1",0.330633802816901,0.312323943661972,0.357042253521127,0.317605633802817,0.427112676056338,0.255281690140845,0.384507042253521,0.257746478873239,0.357746478873239,0.258450704225352,0.486267605633803,0.255281690140845,0.126056338028169,0.748591549295775,0.125352112676056,0.508450704225352,0.271830985915493,0.219718309859155,0.430985915492958,0.330633802816901,0.238380281690141
"ENSELUP00000023397.1",0.304973821989529,0.359947643979058,0.335078534031414,0.383507853403141,0.387434554973822,0.229057591623037,0.369109947643979,0.301047120418848,0.329842931937173,0.31282722513089,0.458115183246073,0.229057591623037,0.0955497382198953,0.785340314136126,0.119109947643979,0.429319371727749,0.281413612565445,0.289267015706806,0.430628272251309,0.304973821989529,0.264397905759162
"YBR179C_mRNA",0.378947368421053,0.306432748538012,0.314619883040936,0.333333333333333,0.417543859649123,0.249122807017544,0.345029239766082,0.256140350877193,0.398830409356725,0.286549707602339,0.464327485380117,0.249122807017544,0.135672514619883,0.723976608187134,0.140350877192982,0.457309941520468,0.250292397660819,0.292397660818713,0.374269005847953,0.378947368421053,0.246783625730994
"YGL148W_mRNA",0.311170212765957,0.414893617021277,0.273936170212766,0.438829787234043,0.321808510638298,0.23936170212766,0.295212765957447,0.372340425531915,0.332446808510638,0.36968085106383,0.390957446808511,0.23936170212766,0.122340425531915,0.757978723404255,0.11968085106383,0.401595744680851,0.276595744680851,0.321808510638298,0.414893617021277,0.311170212765957,0.273936170212766
"ENSP00000372117.4",0.319444444444444,0.361111111111111,0.319444444444444,0.388888888888889,0.375,0.236111111111111,0.333333333333333,0.305555555555556,0.361111111111111,0.277777777777778,0.486111111111111,0.236111111111111,0.0833333333333333,0.819444444444444,0.0972222222222222,0.430555555555556,0.236111111111111,0.333333333333333,0.430555555555556,0.319444444444444,0.25
"YCR024C_mRNA",0.315040650406504,0.363821138211382,0.321138211382114,0.347560975609756,0.373983739837398,0.278455284552846,0.361788617886179,0.294715447154472,0.34349593495935,0.280487804878049,0.441056910569106,0.278455284552846,0.115853658536585,0.780487804878049,0.103658536585366,0.41260162601626,0.313008130081301,0.274390243902439,0.388211382113821,0.315040650406504,0.296747967479675
"YLR419W_mRNA",0.368641114982578,0.32404181184669,0.307317073170732,0.349128919860627,0.38815331010453,0.262717770034843,0.338675958188153,0.27595818815331,0.385365853658537,0.298257839721254,0.439024390243902,0.262717770034843,0.154703832752613,0.714285714285714,0.131010452961672,0.440418118466899,0.282926829268293,0.276655052264808,0.38397212543554,0.368641114982578,0.247386759581882
"K11B4.1",0.393867924528302,0.283018867924528,0.32311320754717,0.318396226415094,0.452830188679245,0.22877358490566,0.341981132075472,0.242924528301887,0.415094339622642,0.290094339622642,0.481132075471698,0.22877358490566,0.129716981132075,0.705188679245283,0.165094339622642,0.514150943396226,0.247641509433962,0.238207547169811,0.436320754716981,0.393867924528302,0.169811320754717
"ENSMUSP00000041294.5",0.286778398510242,0.43389199255121,0.279329608938547,0.443202979515829,0.333333333333333,0.223463687150838,0.299813780260708,0.383612662942272,0.31657355679702,0.374301675977654,0.402234636871508,0.223463687150838,0.11731843575419,0.772811918063315,0.109869646182495,0.456238361266294,0.243947858472998,0.299813780260708,0.452513966480447,0.286778398510242,0.260707635009311
"ENSPMAP00000005043.1",0.263636363636364,0.505681818181818,0.230681818181818,0.509090909090909,0.282954545454545,0.207954545454545,0.246590909090909,0.453409090909091,0.3,0.423863636363636,0.368181818181818,0.207954545454545,0.0931818181818182,0.8125,0.0943181818181818,0.425,0.197727272727273,0.377272727272727,0.419318181818182,0.263636363636364,0.317045454545455
"ENSECAP00000031090.1",0.34412955465587,0.380566801619433,0.275303643724696,0.422402159244264,0.314439946018893,0.263157894736842,0.298245614035088,0.348178137651822,0.35357624831309,0.338731443994602,0.398110661268556,0.263157894736842,0.172739541160594,0.712550607287449,0.114709851551957,0.491228070175439,0.241565452091768,0.267206477732794,0.417004048582996,0.34412955465587,0.238866396761134
"YLR326W_mRNA",0.341666666666667,0.370833333333333,0.2875,0.358333333333333,0.35,0.291666666666667,0.333333333333333,0.291666666666667,0.375,0.266666666666667,0.441666666666667,0.291666666666667,0.141666666666667,0.766666666666667,0.0916666666666667,0.454166666666667,0.2625,0.283333333333333,0.404166666666667,0.341666666666667,0.254166666666667
"ENSRNOP00000037831.5",0.354948805460751,0.354948805460751,0.290102389078498,0.406143344709898,0.344709897610922,0.249146757679181,0.300341296928328,0.31740614334471,0.382252559726962,0.334470989761092,0.416382252559727,0.249146757679181,0.143344709897611,0.723549488054608,0.133105802047782,0.460750853242321,0.245733788395904,0.293515358361775,0.419795221843003,0.354948805460751,0.225255972696246
"ENSPMAP00000008505.1",0.279947916666667,0.37890625,0.341145833333333,0.403645833333333,0.368489583333333,0.227864583333333,0.356770833333333,0.33203125,0.311197916666667,0.30859375,0.463541666666667,0.227864583333333,0.100260416666667,0.798177083333333,0.1015625,0.483072916666667,0.265625,0.251302083333333,0.48828125,0.279947916666667,0.231770833333333
"YLR412W_mRNA",0.372262773722628,0.324817518248175,0.302919708029197,0.339416058394161,0.375912408759124,0.284671532846715,0.346715328467153,0.255474452554745,0.397810218978102,0.277372262773723,0.437956204379562,0.284671532846715,0.142335766423358,0.711678832116788,0.145985401459854,0.437956204379562,0.284671532846715,0.277372262773723,0.375912408759124,0.372262773722628,0.251824817518248
"YOR077W_mRNA",0.439655172413793,0.318965517241379,0.241379310344828,0.323275862068966,0.353448275862069,0.323275862068966,0.280172413793103,0.245689655172414,0.474137931034483,0.280172413793103,0.396551724137931,0.323275862068966,0.189655172413793,0.685344827586207,0.125,0.508620689655172,0.224137931034483,0.267241379310345,0.323275862068966,0.439655172413793,0.237068965517241
"ENSP00000264639.4",0.367041198501873,0.357677902621723,0.275280898876405,0.355805243445693,0.368913857677903,0.275280898876405,0.314606741573034,0.294007490636704,0.391385767790262,0.303370786516854,0.421348314606742,0.275280898876405,0.142322097378277,0.720973782771536,0.136704119850187,0.531835205992509,0.228464419475655,0.239700374531835,0.387640449438202,0.367041198501873,0.245318352059925
"ENSDARP00000095491.2",0.295081967213115,0.331967213114754,0.372950819672131,0.364754098360656,0.401639344262295,0.233606557377049,0.385245901639344,0.299180327868852,0.315573770491803,0.290983606557377,0.475409836065574,0.233606557377049,0.10655737704918,0.795081967213115,0.0983606557377049,0.475409836065574,0.295081967213115,0.229508196721311,0.475409836065574,0.295081967213115,0.229508196721311
"ENSP00000420213.1",0.284466388150399,0.4420812761109,0.273452335738701,0.461830611469806,0.328902392707938,0.209266995822256,0.307254082795291,0.386251424230915,0.306494492973794,0.370679832890239,0.420053171287505,0.209266995822256,0.0991264717052791,0.777060387390809,0.123813140903912,0.34941131788834,0.303835928598557,0.346752753513103,0.435244967717433,0.284466388150399,0.280288644132169
"ENSCINP00000033824.1",0.333333333333333,0.28125,0.385416666666667,0.291666666666667,0.416666666666667,0.291666666666667,0.427083333333333,0.239583333333333,0.333333333333333,0.21875,0.489583333333333,0.291666666666667,0.177083333333333,0.770833333333333,0.0520833333333333,0.479166666666667,0.364583333333333,0.15625,0.40625,0.333333333333333,0.260416666666667
"T09A5.9",0.398773006134969,0.254601226993865,0.346625766871166,0.282208588957055,0.52760736196319,0.190184049079755,0.368098159509202,0.217791411042945,0.414110429447853,0.248466257668712,0.561349693251534,0.190184049079755,0.110429447852761,0.730061349693252,0.159509202453988,0.46319018404908,0.254601226993865,0.282208588957055,0.386503067484663,0.398773006134969,0.214723926380368
"ENSP00000432620.1",0.195402298850575,0.471264367816092,0.333333333333333,0.505747126436782,0.281609195402299,0.21264367816092,0.344827586206897,0.431034482758621,0.224137931034483,0.327586206896552,0.459770114942529,0.21264367816092,0.0919540229885057,0.873563218390805,0.0344827586206897,0.402298850574713,0.293103448275862,0.304597701149425,0.408045977011494,0.195402298850575,0.396551724137931
"ENSP00000415335.1",0.295774647887324,0.52112676056338,0.183098591549296,0.577464788732394,0.183098591549296,0.23943661971831,0.183098591549296,0.507042253521127,0.309859154929577,0.380281690140845,0.380281690140845,0.23943661971831,0.197183098591549,0.732394366197183,0.0704225352112676,0.52112676056338,0.0563380281690141,0.422535211267606,0.408450704225352,0.295774647887324,0.295774647887324
"ENSELUP00000004076.1",0.314453125,0.3828125,0.302734375,0.361328125,0.33203125,0.306640625,0.3515625,0.287109375,0.361328125,0.298828125,0.39453125,0.306640625,0.123046875,0.755859375,0.12109375,0.419921875,0.28125,0.298828125,0.384765625,0.314453125,0.30078125
"FBpp0099722",0.352430555555556,0.322916666666667,0.324652777777778,0.328125,0.355902777777778,0.315972222222222,0.371527777777778,0.244791666666667,0.383680555555556,0.267361111111111,0.416666666666667,0.315972222222222,0.145833333333333,0.734375,0.119791666666667,0.442708333333333,0.298611111111111,0.258680555555556,0.371527777777778,0.352430555555556,0.276041666666667
"FBpp0070089",0.342774146695715,0.312273057371097,0.344952795933188,0.317356572258533,0.445170660856935,0.237472766884532,0.371096586782861,0.259259259259259,0.369644153957879,0.262890341321714,0.499636891793755,0.237472766884532,0.122004357298475,0.757443718228032,0.120551924473493,0.538126361655773,0.243282498184459,0.218591140159768,0.440087145969499,0.342774146695715,0.217138707334786
"ENSBTAP00000066691.1",0.262966333030027,0.506824385805278,0.230209281164695,0.5122838944495,0.316651501364877,0.171064604185623,0.238398544131028,0.465878070973612,0.295723384895359,0.384895359417652,0.444040036396724,0.171064604185623,0.0846223839854413,0.812556869881711,0.102820746132848,0.441310282074613,0.202911737943585,0.355777979981802,0.407643312101911,0.262966333030027,0.329390354868062
"ENSSSCP00000004949.3",0.453781512605042,0.369747899159664,0.176470588235294,0.410084033613445,0.310084033613445,0.279831932773109,0.187394957983193,0.334453781512605,0.478151260504202,0.353781512605042,0.366386554621849,0.279831932773109,0.208403361344538,0.607563025210084,0.184033613445378,0.512605042016807,0.16218487394958,0.325210084033613,0.3,0.453781512605042,0.246218487394958
"ENSORLP00000034548.1",0.341935483870968,0.32258064516129,0.335483870967742,0.393548387096774,0.348387096774194,0.258064516129032,0.354838709677419,0.283870967741935,0.361290322580645,0.270967741935484,0.470967741935484,0.258064516129032,0.154838709677419,0.729032258064516,0.116129032258065,0.4,0.329032258064516,0.270967741935484,0.406451612903226,0.341935483870968,0.251612903225806
"ENSEBUP00000021720.1",0.305376344086021,0.354838709677419,0.339784946236559,0.352688172043011,0.346236559139785,0.301075268817204,0.374193548387097,0.301075268817204,0.324731182795699,0.262365591397849,0.436559139784946,0.301075268817204,0.139784946236559,0.774193548387097,0.0860215053763441,0.423655913978495,0.290322580645161,0.286021505376344,0.406451612903226,0.305376344086021,0.288172043010753
"ENSP00000456564.1",0.328125,0.390625,0.28125,0.40625,0.265625,0.328125,0.328125,0.328125,0.34375,0.3125,0.359375,0.328125,0.171875,0.765625,0.0625,0.515625,0.203125,0.28125,0.390625,0.328125,0.28125
"ENSCINP00000035505.1",0.305785123966942,0.347107438016529,0.347107438016529,0.429752066115702,0.28099173553719,0.289256198347107,0.380165289256198,0.28099173553719,0.338842975206612,0.363636363636364,0.347107438016529,0.289256198347107,0.12396694214876,0.727272727272727,0.148760330578512,0.421487603305785,0.28099173553719,0.297520661157025,0.40495867768595,0.305785123966942,0.289256198347107
"ENSMMUP00000049479.1",0.251870324189526,0.471321695760599,0.276807980049875,0.392768079800499,0.361596009975062,0.245635910224439,0.375311720698254,0.360349127182045,0.264339152119701,0.244389027431421,0.50997506234414,0.245635910224439,0.0748129675810474,0.872817955112219,0.0523690773067332,0.312967581047382,0.364089775561097,0.322942643391521,0.369077306733167,0.251870324189526,0.379052369077307
"ENSP00000314029.8",0.332752613240418,0.395470383275261,0.271777003484321,0.414634146341463,0.315331010452962,0.270034843205575,0.29616724738676,0.343205574912892,0.360627177700348,0.299651567944251,0.430313588850174,0.270034843205575,0.13588850174216,0.742160278745645,0.121951219512195,0.445993031358885,0.224738675958188,0.329268292682927,0.374564459930314,0.332752613240418,0.292682926829268
"FBpp0086500",0.399334442595674,0.384359400998336,0.21630615640599,0.400998336106489,0.35108153078203,0.247920133111481,0.259567387687188,0.311148086522463,0.429284525790349,0.361064891846922,0.391014975041597,0.247920133111481,0.141430948419301,0.70216306156406,0.156405990016639,0.464226289517471,0.211314475873544,0.324459234608985,0.332778702163062,0.399334442595674,0.267886855241265
"FBpp0300958",0.436363636363636,0.268181818181818,0.295454545454545,0.313636363636364,0.318181818181818,0.368181818181818,0.309090909090909,0.231818181818182,0.459090909090909,0.286363636363636,0.345454545454545,0.368181818181818,0.209090909090909,0.677272727272727,0.113636363636364,0.445454545454545,0.240909090909091,0.313636363636364,0.359090909090909,0.436363636363636,0.204545454545455
"ENSP00000377385.4",0.295969773299748,0.392947103274559,0.311083123425693,0.395465994962217,0.347607052896725,0.256926952141058,0.337531486146096,0.337531486146096,0.324937027707809,0.31360201511335,0.429471032745592,0.256926952141058,0.129722921914358,0.783375314861461,0.0869017632241814,0.516372795969773,0.226700251889169,0.256926952141058,0.462216624685139,0.295969773299748,0.241813602015113
"ENSP00000357597.3",0.372997711670481,0.366132723112128,0.260869565217391,0.37070938215103,0.389016018306636,0.240274599542334,0.279176201372998,0.324942791762014,0.395881006864989,0.292906178489703,0.466819221967963,0.240274599542334,0.130434782608696,0.704805491990847,0.164759725400458,0.521739130434783,0.219679633867277,0.258581235697941,0.405034324942792,0.372997711670481,0.221967963386728
"ENSGALP00000017372.6",0.367061356297094,0.388589881593111,0.244348762109795,0.420882669537137,0.340150699677072,0.238966630785791,0.263724434876211,0.34983853606028,0.386437029063509,0.340150699677072,0.420882669537137,0.238966630785791,0.155005382131324,0.714747039827772,0.130247578040904,0.471474703982777,0.22497308934338,0.303552206673843,0.34983853606028,0.367061356297094,0.283100107642626
"ENSOCUP00000000485.3",0.32027972027972,0.40979020979021,0.26993006993007,0.420979020979021,0.325874125874126,0.253146853146853,0.296503496503496,0.366433566433566,0.337062937062937,0.341258741258741,0.405594405594406,0.253146853146853,0.127272727272727,0.777622377622378,0.0951048951048951,0.468531468531469,0.229370629370629,0.302097902097902,0.422377622377622,0.32027972027972,0.257342657342657
"ENSELUP00000010039.1",0.281114551083591,0.410526315789474,0.308359133126935,0.409907120743034,0.357894736842105,0.232198142414861,0.339938080495356,0.347987616099071,0.312074303405573,0.336842105263158,0.430959752321981,0.232198142414861,0.0972136222910217,0.792569659442725,0.110216718266254,0.454489164086687,0.255727554179567,0.289783281733746,0.447678018575851,0.281114551083591,0.271207430340557
"C15C6.4",0.348484848484849,0.348484848484849,0.303030303030303,0.368686868686869,0.308080808080808,0.323232323232323,0.313131313131313,0.313131313131313,0.373737373737374,0.328282828282828,0.348484848484849,0.323232323232323,0.191919191919192,0.702020202020202,0.106060606060606,0.424242424242424,0.308080808080808,0.267676767676768,0.393939393939394,0.348484848484849,0.257575757575758
"ENSP00000389322.1",0.457627118644068,0.338983050847458,0.203389830508475,0.372881355932203,0.23728813559322,0.389830508474576,0.220338983050847,0.305084745762712,0.474576271186441,0.322033898305085,0.288135593220339,0.389830508474576,0.271186440677966,0.593220338983051,0.135593220338983,0.576271186440678,0.152542372881356,0.271186440677966,0.372881355932203,0.457627118644068,0.169491525423729
"ENSMUSP00000133456.1",0.307692307692308,0.307692307692308,0.384615384615385,0.307692307692308,0.326923076923077,0.365384615384615,0.403846153846154,0.25,0.346153846153846,0.173076923076923,0.461538461538462,0.365384615384615,0.192307692307692,0.807692307692308,0,0.596153846153846,0.230769230769231,0.173076923076923,0.384615384615385,0.307692307692308,0.307692307692308
"YMR131C_mRNA",0.38160469667319,0.348336594911937,0.270058708414873,0.409001956947162,0.399217221135029,0.191780821917808,0.291585127201566,0.307240704500978,0.401174168297456,0.348336594911937,0.459882583170254,0.191780821917808,0.0958904109589041,0.720156555772994,0.183953033268102,0.399217221135029,0.270058708414873,0.330724070450098,0.36399217221135,0.38160469667319,0.25440313111546
"ENSELUP00000012246.1",0.336501901140684,0.439163498098859,0.224334600760456,0.448669201520913,0.326996197718631,0.224334600760456,0.249049429657795,0.374524714828897,0.376425855513308,0.330798479087452,0.444866920152091,0.224334600760456,0.123574144486692,0.752851711026616,0.123574144486692,0.454372623574144,0.216730038022814,0.328897338403042,0.361216730038023,0.336501901140684,0.302281368821293
"ENSONIP00000010517.1",0.420494699646643,0.335689045936396,0.243816254416961,0.318021201413428,0.360424028268551,0.321554770318021,0.268551236749117,0.268551236749117,0.462897526501767,0.254416961130742,0.424028268551237,0.321554770318021,0.187279151943463,0.678445229681979,0.134275618374558,0.53356890459364,0.23321554770318,0.23321554770318,0.332155477031802,0.420494699646643,0.247349823321555
"ENSP00000387262.3",0.362796833773087,0.379947229551451,0.257255936675462,0.389182058047493,0.398416886543536,0.212401055408971,0.277044854881267,0.339050131926121,0.383905013192612,0.337730870712401,0.449868073878628,0.212401055408971,0.129287598944591,0.729551451187335,0.141160949868074,0.559366754617414,0.211081794195251,0.229551451187335,0.407651715039578,0.362796833773087,0.229551451187335
"ENSP00000484105.1",0.367387033398821,0.333988212180747,0.298624754420432,0.339882121807466,0.37524557956778,0.284872298624754,0.339882121807466,0.263261296660118,0.396856581532416,0.275049115913556,0.44007858546169,0.284872298624754,0.137524557956778,0.728880157170923,0.133595284872299,0.483300589390963,0.225933202357564,0.290766208251473,0.381139489194499,0.367387033398821,0.25147347740668
"YMR092C_mRNA",0.299186991869919,0.390243902439024,0.310569105691057,0.430894308943089,0.35609756097561,0.213008130081301,0.331707317073171,0.347967479674797,0.320325203252033,0.380487804878049,0.40650406504065,0.213008130081301,0.0943089430894309,0.785365853658537,0.120325203252033,0.336585365853659,0.307317073170732,0.35609756097561,0.429268292682927,0.299186991869919,0.271544715447154
"ENSMFAP00000024359.1",0.29585798816568,0.425295857988166,0.278846153846154,0.447485207100592,0.329881656804734,0.222633136094675,0.298816568047337,0.377218934911243,0.32396449704142,0.343195266272189,0.434171597633136,0.222633136094675,0.115384615384615,0.781065088757396,0.103550295857988,0.474112426035503,0.228550295857988,0.297337278106509,0.446005917159763,0.29585798816568,0.258136094674556
"ENSP00000406065.1",0.280821917808219,0.445205479452055,0.273972602739726,0.431506849315068,0.26027397260274,0.308219178082192,0.273972602739726,0.342465753424658,0.383561643835616,0.308219178082192,0.383561643835616,0.308219178082192,0.150684931506849,0.787671232876712,0.0616438356164384,0.541095890410959,0.191780821917808,0.267123287671233,0.458904109589041,0.280821917808219,0.26027397260274
"YHR104W_mRNA",0.321100917431193,0.339449541284404,0.339449541284404,0.345565749235474,0.388379204892966,0.26605504587156,0.376146788990826,0.269113149847095,0.35474006116208,0.281345565749235,0.452599388379205,0.26605504587156,0.119266055045872,0.755351681957186,0.125382262996942,0.431192660550459,0.302752293577982,0.26605504587156,0.446483180428135,0.321100917431193,0.232415902140673
"YPR004C_mRNA",0.284883720930233,0.392441860465116,0.322674418604651,0.430232558139535,0.383720930232558,0.186046511627907,0.34593023255814,0.36046511627907,0.293604651162791,0.36046511627907,0.453488372093023,0.186046511627907,0.116279069767442,0.781976744186046,0.101744186046512,0.421511627906977,0.281976744186047,0.296511627906977,0.468023255813953,0.284883720930233,0.247093023255814
"ENSXETP00000018064.3",0.406818181818182,0.325,0.268181818181818,0.340909090909091,0.388636363636364,0.270454545454545,0.281818181818182,0.290909090909091,0.427272727272727,0.304545454545455,0.425,0.270454545454545,0.165909090909091,0.702272727272727,0.131818181818182,0.477272727272727,0.225,0.297727272727273,0.361363636363636,0.406818181818182,0.231818181818182
"YDR291W_mRNA",0.350046425255339,0.319405756731662,0.330547818012999,0.33519034354689,0.391829155060353,0.272980501392758,0.362116991643454,0.256267409470752,0.381615598885794,0.271123491179201,0.455896007428041,0.272980501392758,0.124419684308264,0.738161559888579,0.137418755803157,0.433611884865367,0.309192200557103,0.25719591457753,0.409470752089136,0.350046425255339,0.240482822655525
