,features_0,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,features_17,features_18,features_19,features_20,features_21,features_22,features_23,features_24,features_25,features_26,features_27,features_28,features_29,features_30,features_31,features_32
5B0HA,-9.137613296508789,-17.689897537231445,-12.261970520019531,-17.76080894470215,-0.12146218866109848,0.2123793661594391,0.1827252209186554,0.02883443981409073,0.1959405392408371,-0.9398927092552185,-0.4873889982700348,-0.04885408654808998,-0.3128904700279236,-0.8948540091514587,-1.0373047590255737,-0.0002024756686296314,-0.6052699685096741,-0.32416459918022156,-0.8313480615615845,-0.5104050040245056,-1.2112926244735718,-1.1164733171463013,-1.9752697944641113,-0.9191349744796753,-7.114831447601318,-9.74415397644043,-7.179905891418457,-7.812257766723633,-1.2775137424468994,-1.5869163274765015,-1.5707345008850098,-1.4945449829101562,-17.696727752685547
2ZOUA,-9.642687797546387,-18.9782772064209,-13.370368003845215,-19.0341854095459,0.4948480427265167,0.5919929146766663,-0.2500937283039093,0.43171605467796326,0.9594839811325073,-0.20852017402648926,0.015689637511968613,0.7608983516693115,-0.150539830327034,-0.8766204714775085,-1.1100659370422363,-0.8117332458496094,-0.2808077335357666,-0.5056113004684448,-0.681207537651062,-1.213362216949463,-0.8599700927734375,-1.1291598081588745,-2.967564344406128,-3.3562734127044678,-5.462724208831787,-9.18925952911377,-7.129683017730713,-7.1403422355651855,-1.1673061847686768,-1.5772019624710083,-1.3791487216949463,-1.4884397983551025,-19.04848289489746
1M4UA,-8.677628517150879,-17.374492645263672,-12.276259422302246,-17.44892692565918,0.7975123524665833,0.31733691692352295,-0.11030980199575424,-0.1329856961965561,0.9283678531646729,-0.7240698933601379,0.8315865993499756,-0.03127126023173332,-1.0528159141540527,-1.3725292682647705,-0.5587489604949951,-0.22748807072639465,0.0025979967322200537,-1.0102876424789429,-0.8114060759544373,-1.1118323802947998,-1.1247955560684204,-0.49004262685775757,-1.8132070302963257,-3.2095541954040527,-5.6560187339782715,-9.323211669921875,-6.700749397277832,-6.865442276000977,-1.1106650829315186,-1.487208604812622,-1.2820582389831543,-1.3884618282318115,-17.47734832763672
1MAIA,-8.441579818725586,-18.055355072021484,-12.549418449401855,-18.067617416381836,0.8028428554534912,0.1242571696639061,-0.6757100224494934,0.04820723831653595,0.6997349858283997,-1.0375630855560303,0.28652700781822205,-0.07527441531419754,-0.3839304447174072,-1.7244917154312134,-1.9253331422805786,-0.2625090777873993,-0.1168486624956131,-1.0715831518173218,-0.8659603595733643,-1.357327938079834,-0.7093381285667419,-0.63144850730896,-1.9745930433273315,-0.6318261623382568,-5.723160266876221,-9.130914688110352,-6.633635997772217,-6.8625359535217285,-1.2192838191986084,-1.5020906925201416,-1.3064570426940918,-1.4322420358657837,-18.082223892211914
3TOWA,-9.788243293762207,-18.902111053466797,-12.78449821472168,-18.993896484375,-0.03502759709954262,0.13063763082027435,-0.3301333785057068,0.1917061060667038,0.3065711557865143,-0.17638103663921356,-0.3719121813774109,0.17580372095108032,-0.30103787779808044,-0.4434123933315277,-1.0521584749221802,-0.24881848692893982,-0.5163427591323853,-0.5740714073181152,-1.0158418416976929,-1.0358409881591797,-1.1404941082000732,-0.6332471966743469,-2.8440959453582764,-0.9746854901313782,-8.03331184387207,-10.062938690185547,-7.872188568115234,-8.074379920959473,-1.4402010440826416,-1.6550248861312866,-1.6080738306045532,-1.6473408937454224,-18.95319938659668
2QRLA,-9.370738983154297,-18.38734245300293,-13.543516159057617,-18.454904556274414,0.5221326351165771,1.2861886024475098,-0.29230067133903503,0.3236945569515228,0.7476367354393005,-0.3467058837413788,-0.9389526844024658,0.6449992656707764,-0.25024792551994324,-0.7493696808815002,-1.4376778602600098,-0.7438985109329224,-0.520622730255127,-0.46436819434165955,-1.1236048936843872,-1.4547650814056396,-1.0513039827346802,-0.4711994230747223,-3.360170364379883,-1.139959692955017,-6.107024669647217,-9.362716674804688,-6.37266731262207,-6.885192394256592,-0.949733316898346,-1.4868978261947632,-1.3817462921142578,-1.3520222902297974,-18.43651008605957
3E1IA,-9.175395965576172,-18.48927116394043,-11.414571762084961,-18.461076736450195,0.3240446150302887,-0.09648376703262329,-1.0664165019989014,-0.3537672758102417,0.019677437841892242,0.514286994934082,-0.07147804647684097,-0.6400925517082214,-0.5856337547302246,-0.14037400484085083,-2.1411492824554443,0.11053362488746643,0.07498499006032944,-0.5859702229499817,-1.4767017364501953,-1.54264235496521,-1.2910349369049072,-1.2887614965438843,-2.8221969604492188,-1.8848950862884521,-7.055652618408203,-9.493538856506348,-8.148404121398926,-7.629887104034424,-1.4950084686279297,-1.7284737825393677,-1.5994371175765991,-1.727658748626709,-18.522785186767578
2JC9A,-7.011012077331543,-15.664709091186523,-11.569746971130371,-15.67138957977295,0.9122955203056335,-0.26071661710739136,-0.7372062802314758,0.2070639580488205,0.8831952214241028,-1.3798048496246338,-0.39344093203544617,0.04383782297372818,-0.4534819424152374,-1.4295017719268799,-1.9299391508102417,-0.863477885723114,-1.0031750202178955,-0.6805471777915955,-0.6372011303901672,-1.071833610534668,-0.6886348724365234,-0.8441852927207947,-3.409027338027954,-1.062970757484436,-3.3637874126434326,-6.499760150909424,-3.86405873298645,-3.8671436309814453,-0.3691955804824829,-0.8877049088478088,-0.5853120684623718,-0.6847910284996033,-15.787970542907715
6FM8A,-8.690601348876953,-17.447853088378906,-9.791108131408691,-17.448505401611328,0.441436767578125,-1.0355452299118042,-1.183513879776001,-0.7847191095352173,-0.3298778235912323,0.09091618657112122,-0.7706755995750427,-0.8506322503089905,0.020032020285725594,-0.26870405673980713,-1.157824158668518,0.34973838925361633,-0.6851158738136292,-0.33992260694503784,-0.4366053342819214,-0.8253970742225647,-1.8540929555892944,-1.510516881942749,-2.4253697395324707,-2.228879928588867,-6.424179553985596,-9.481733322143555,-8.190814971923828,-7.918030261993408,-1.616126537322998,-1.6374740600585938,-1.6536375284194946,-1.6972732543945312,-17.439807891845703
6HEIA,-7.436795711517334,-16.796066284179688,-11.837437629699707,-16.79067039489746,0.8498196601867676,0.05723812058568001,-0.988469660282135,0.3505464494228363,0.8673153519630432,-0.7507414817810059,-0.2877258062362671,-0.1433732509613037,-0.7397776246070862,-1.6292343139648438,-1.7615938186645508,-1.0014023780822754,-0.04713844880461693,-0.4707094132900238,-0.9007075428962708,-1.3722425699234009,-0.7348172664642334,-0.7861741185188293,-2.6742327213287354,-0.6685922741889954,-3.8358967304229736,-7.449479579925537,-4.9163432121276855,-4.720424175262451,-0.6499947905540466,-1.0827914476394653,-0.9070847630500793,-0.9111313819885254,-16.863859176635742
5X2NA,-10.03243350982666,-18.395610809326172,-13.18430233001709,-18.48577880859375,0.7914787530899048,0.2674950361251831,-0.7279598712921143,0.5890608429908752,0.9867051243782043,-0.874719500541687,-1.1383459568023682,0.5977340340614319,0.48242059350013733,-1.167602777481079,-1.7795547246932983,-0.7262668013572693,-0.6262186169624329,-0.11034675687551498,-0.13635224103927612,-0.8254432082176208,-0.5189064741134644,-0.9685261845588684,-2.8209691047668457,-2.748255491256714,-4.986090660095215,-8.540698051452637,-7.0500102043151855,-6.885397434234619,-1.290181279182434,-1.4161999225616455,-1.4239554405212402,-1.428588628768921,-18.40070915222168
6QH5S,-7.933942794799805,-17.635160446166992,-13.000138282775879,-17.678264617919922,0.6099090576171875,0.21642939746379852,-1.5481175184249878,0.8154732584953308,0.049224916845560074,-1.513798713684082,-1.7262085676193237,0.052612319588661194,-0.038837261497974396,-2.271336793899536,-3.5618603229522705,-1.8136579990386963,-0.951826810836792,-0.37354540824890137,-0.6711268424987793,-1.21962308883667,-0.4723578095436096,-1.3679002523422241,-3.943079948425293,-0.8139209151268005,-3.540377140045166,-7.829221248626709,-4.68969202041626,-5.038931846618652,-0.4693094789981842,-1.1509425640106201,-0.8776142597198486,-0.9021545052528381,-17.72372055053711
3QU3A,-8.251838684082031,-17.66143035888672,-11.969325065612793,-17.63897705078125,0.7276597619056702,1.220737099647522,0.5951939225196838,0.20667971670627594,0.643687903881073,-0.5886391997337341,1.4176362752914429,-0.229037344455719,-1.718711018562317,-1.4709978103637695,-0.7057121992111206,-0.8217419385910034,-0.09687699377536774,-1.6014125347137451,-1.3446412086486816,-2.2071533203125,-1.4582897424697876,-0.7234019637107849,-1.6304919719696045,-0.6224267482757568,-4.549839973449707,-9.221165657043457,-6.810146331787109,-6.888235569000244,-1.0782804489135742,-1.472190499305725,-1.282433271408081,-1.4022339582443237,-17.753639221191406
1G8MA,-8.966708183288574,-18.58285903930664,-13.659027099609375,-18.698333740234375,0.6672397255897522,1.9371352195739746,-0.1683688759803772,1.0707908868789673,1.347936749458313,-0.8414878249168396,-1.0332205295562744,0.8178054690361023,-0.40277165174484253,-1.494917631149292,-1.846754550933838,-0.7467612624168396,-0.26803579926490784,-0.3493039309978485,-1.388371229171753,-1.986268401145935,-0.7641937136650085,-1.1392561197280884,-3.728494644165039,-0.5542539954185486,-4.605187892913818,-8.954902648925781,-5.693360328674316,-6.084595680236816,-0.6585432291030884,-1.3765928745269775,-1.1840146780014038,-1.1858566999435425,-18.69295883178711
1Q2HA,-8.958040237426758,-17.682662963867188,-11.580012321472168,-17.659250259399414,0.09103826433420181,0.9828878045082092,-0.09351682662963867,-0.21140238642692566,-0.37799838185310364,-0.031138407066464424,0.24476934969425201,-0.642802894115448,-1.2430051565170288,0.016833385452628136,-0.5828571915626526,-1.392788052558899,-0.5891655683517456,-1.3464401960372925,-0.6614963412284851,-1.379026174545288,-1.5377401113510132,-0.8146526217460632,-1.7138937711715698,-1.8106106519699097,-7.360113620758057,-10.434667587280273,-8.531054496765137,-8.549850463867188,-1.693581223487854,-1.7797280550003052,-1.8332208395004272,-1.9582396745681763,-17.711139678955078
3OKQA,-9.260456085205078,-19.093637466430664,-12.456398963928223,-19.07436752319336,0.7780256867408752,0.16077111661434174,-1.2791438102722168,-0.09133051335811615,0.2294462025165558,0.5164700150489807,-0.2218390554189682,9.383355063619092e-06,-0.3041627109050751,-0.6993539333343506,-2.9123995304107666,0.6456680297851562,0.23876109719276428,-0.4723820090293884,-1.3134857416152954,-1.652398705482483,-0.6197572946548462,-1.2102957963943481,-3.114908218383789,-1.5455290079116821,-6.773146629333496,-9.57360553741455,-7.889816761016846,-7.461093902587891,-1.353502869606018,-1.6813676357269287,-1.5663883686065674,-1.6518988609313965,-19.152172088623047
1V7MV,-9.593323707580566,-18.05684471130371,-10.773040771484375,-18.046974182128906,1.4291993379592896,0.4939573407173157,0.12647074460983276,0.023116130381822586,0.4104969799518585,-0.33647775650024414,0.15404333174228668,-0.07916603237390518,-1.4557286500930786,-0.7432421445846558,0.2493389993906021,-1.2070634365081787,0.044367462396621704,-1.8022464513778687,-1.1041163206100464,-2.034900426864624,-1.5713155269622803,-0.7495473027229309,-1.2574464082717896,-0.7513271570205688,-6.305927276611328,-9.641194343566895,-8.219481468200684,-7.947628021240234,-1.7630672454833984,-1.6926119327545166,-1.7392611503601074,-1.9523611068725586,-18.028362274169922
5EOMA,-9.091768264770508,-18.27860450744629,-12.72983169555664,-18.22294807434082,1.217797040939331,0.3662737011909485,-0.7043993473052979,0.561367392539978,0.5344040989875793,-0.24060918390750885,0.16719646751880646,0.02809157222509384,-0.35501357913017273,-1.0427501201629639,-1.704264521598816,-0.2804710268974304,-0.06530356407165527,-0.7816972732543945,-0.7603568434715271,-1.2966715097427368,-0.6403777599334717,-0.7092115879058838,-2.154181957244873,-0.6821523904800415,-5.84522819519043,-8.580545425415039,-6.521966457366943,-6.431370258331299,-1.0721855163574219,-1.4446250200271606,-1.2691301107406616,-1.3054169416427612,-18.308826446533203
3GNIB,-8.769914627075195,-17.8445987701416,-14.393266677856445,-17.910425186157227,0.987409770488739,0.6017353534698486,-0.7343178391456604,0.40715670585632324,1.3375037908554077,-1.1268881559371948,-0.7723263502120972,0.661656379699707,-0.15735533833503723,-1.56796133518219,-1.8188737630844116,-1.1458619832992554,-0.2592974305152893,-0.1978282928466797,-0.9035478234291077,-1.2104843854904175,-0.22241204977035522,-0.19232574105262756,-3.7770681381225586,-0.5932968854904175,-7.258479595184326,-9.279335975646973,-6.017457485198975,-6.492280006408691,-0.8611730933189392,-1.3430651426315308,-1.2397029399871826,-1.1215324401855469,-17.87736701965332
4CRHA,-7.020905494689941,-16.662931442260742,-11.624622344970703,-16.6269474029541,1.3875832557678223,0.1594967544078827,-0.5490645170211792,0.14668600261211395,1.2111817598342896,-1.231035828590393,-0.08558301627635956,0.27446651458740234,-0.5720525979995728,-1.7699859142303467,-1.408918857574463,-1.8242939710617065,-0.8014199137687683,-1.4404925107955933,-1.1346625089645386,-2.029534101486206,-1.181452751159668,-0.40582168102264404,-3.145932912826538,-1.0492486953735352,-2.97587251663208,-6.879216194152832,-4.070043563842773,-4.203354835510254,-0.46407052874565125,-0.9415789246559143,-0.6240976452827454,-0.8476513624191284,-16.757278442382812
2BKFA,-7.297383785247803,-17.158321380615234,-12.263788223266602,-17.181262969970703,0.791759192943573,0.20136432349681854,-1.2574713230133057,0.7458658814430237,0.4175891578197479,-0.4259832501411438,-0.9493283033370972,0.38092169165611267,0.19032415747642517,-1.5016878843307495,-2.912858486175537,-0.43837252259254456,-0.2915439307689667,-0.1710578352212906,-0.8905031085014343,-1.9318586587905884,0.021414440125226974,-1.5979893207550049,-3.087890625,-1.73341965675354,-5.0550031661987305,-7.268615245819092,-4.5239949226379395,-4.554219722747803,-0.4802487790584564,-0.9588761925697327,-0.6403919458389282,-0.6976895928382874,-17.294872283935547
3IAGC,-6.630410194396973,-15.19900131225586,-12.173222541809082,-15.253931999206543,1.279193639755249,0.6324546337127686,-0.27369439601898193,0.7107225656509399,1.517093300819397,-1.7306991815567017,-0.33905982971191406,0.7510955929756165,-0.11950229853391647,-2.38897967338562,-1.1925466060638428,-1.3054194450378418,-0.4277340769767761,-0.6816465258598328,-0.8874748945236206,-1.7576372623443604,-0.530116617679596,-0.8891744017601013,-2.7301180362701416,-0.2314712256193161,-2.733304262161255,-6.590245723724365,-3.1683712005615234,-3.4207043647766113,-0.2271629124879837,-0.759808361530304,-0.4259044826030731,-0.5121762752532959,-15.334354400634766
7BDXA,-9.12782096862793,-18.582046508789062,-13.772132873535156,-18.57959747314453,1.519612431526184,0.882046639919281,-0.609691858291626,0.7854718565940857,1.1078206300735474,-0.88434898853302,-1.2684788703918457,0.4995764195919037,-0.14637544751167297,-1.777185082435608,-2.082064390182495,-1.630241870880127,-0.485991507768631,-1.0256544351577759,-0.8138619661331177,-1.73766028881073,-0.25411278009414673,-1.1891616582870483,-3.0434162616729736,-0.36430561542510986,-7.221001625061035,-9.63088607788086,-6.552507400512695,-7.012642860412598,-1.064895510673523,-1.44070303440094,-1.2860260009765625,-1.2958310842514038,-18.561063766479492
3S4YA,-7.51340389251709,-16.637699127197266,-12.275201797485352,-16.624839782714844,0.9286708831787109,0.2105935513973236,-0.7778258919715881,0.44266751408576965,0.929271399974823,-1.416272521018982,-0.9891170263290405,0.7662994265556335,-0.15092085301876068,-1.7775317430496216,-2.0980334281921387,-1.3598897457122803,-0.5610978007316589,-0.526639461517334,-1.0518773794174194,-1.8030720949172974,-0.6733563542366028,-0.7528888583183289,-3.7637476921081543,-0.9372249245643616,-3.207416534423828,-6.638260841369629,-4.0433268547058105,-4.0924482345581055,-0.39375248551368713,-0.9191970229148865,-0.6622606515884399,-0.6648584604263306,-16.752384185791016
7NX0A,-9.130942344665527,-17.533781051635742,-10.1411771774292,-17.496612548828125,0.09413928538560867,-0.48425033688545227,-0.7425742745399475,-0.5451340079307556,0.03767609968781471,-0.5303989052772522,-0.2669997811317444,-0.4143308103084564,-0.7539918422698975,-0.7201557159423828,-0.5674322843551636,-0.6195376515388489,-0.9442029595375061,-1.0203684568405151,-0.7434180974960327,-1.1364374160766602,-1.7590240240097046,-1.1666007041931152,-2.083251953125,-0.9314200282096863,-7.445343494415283,-9.831390380859375,-8.219274520874023,-8.302599906921387,-1.7238054275512695,-1.7198398113250732,-1.824269413948059,-1.9425570964813232,-17.53925132751465
4RDQA,-9.126209259033203,-18.62627601623535,-14.646576881408691,-18.611412048339844,1.3492562770843506,0.4974997043609619,-0.6491270661354065,0.7720382213592529,0.9021622538566589,-1.65138578414917,-1.08873450756073,0.5037715435028076,0.2083766907453537,-2.34096622467041,-2.392206907272339,-1.6612184047698975,-0.7779309153556824,-0.7189050316810608,-0.24264691770076752,-1.1120704412460327,-0.25360360741615295,-1.2419307231903076,-2.8419387340545654,-0.7363728284835815,-4.667604446411133,-9.12574577331543,-6.4300336837768555,-6.637034893035889,-1.0704432725906372,-1.4472877979278564,-1.3008935451507568,-1.3591846227645874,-18.698102951049805
3D06A,-8.784834861755371,-18.12447738647461,-12.660449981689453,-18.12569236755371,0.5935537219047546,0.19286595284938812,-0.38002336025238037,0.3760490119457245,1.065163016319275,-1.3054466247558594,-0.06794214248657227,0.2850662171840668,-0.9909074306488037,-1.947550892829895,-0.631086528301239,-1.3728036880493164,-0.4987955093383789,-0.8931334018707275,-1.2104439735412598,-1.7034251689910889,-1.1238486766815186,-0.8919734954833984,-2.650486707687378,-0.4809654951095581,-2.712906837463379,-7.531059741973877,-5.234931945800781,-5.205719947814941,-0.8487659096717834,-1.1688121557235718,-1.0682801008224487,-1.1761326789855957,-18.16486358642578
5H11A,-9.069904327392578,-18.954431533813477,-14.655821800231934,-18.981828689575195,1.126134991645813,0.7232843041419983,-0.7328652739524841,0.7168639302253723,0.691807746887207,-0.9048339128494263,-1.0099618434906006,0.6231429576873779,0.11706187576055527,-1.5865678787231445,-2.7269554138183594,-1.0380935668945312,0.045070093125104904,-0.29124900698661804,-1.003178596496582,-1.3972878456115723,-0.17959684133529663,-0.8723082542419434,-3.5834174156188965,-1.0894004106521606,-5.8393659591674805,-9.402460098266602,-6.48056697845459,-6.687676906585693,-0.903745710849762,-1.4451004266738892,-1.2413958311080933,-1.2829794883728027,-19.00083351135254
4MT2A,-9.867128372192383,-18.155611038208008,-10.514509201049805,-18.192668914794922,-1.065758228302002,1.1932023763656616,0.7712007761001587,-0.6917358636856079,2.6769754886627197,-0.9259412288665771,-1.2086172103881836,0.8555850386619568,-1.7592768669128418,-0.8874679803848267,-0.7439950108528137,0.8349663019180298,-0.1456533670425415,0.5953318476676941,-2.592221736907959,-3.181936502456665,-1.9603992700576782,-1.7636525630950928,-4.372542381286621,2.0810189247131348,-2.676213502883911,-7.208827018737793,-4.121301174163818,-5.045937538146973,-0.3273836076259613,-1.2271924018859863,-1.0389844179153442,-0.9037485122680664,-18.234088897705078
3P8XA,-7.8177947998046875,-17.314544677734375,-14.197710990905762,-17.246915817260742,1.5248652696609497,0.5416186451911926,-0.8238909840583801,0.677074670791626,1.2239512205123901,-1.1219747066497803,-0.9401846528053284,0.474007248878479,0.025679804384708405,-1.8892053365707397,-2.242243766784668,-1.3586399555206299,-0.16482019424438477,-0.7716085314750671,-0.962454080581665,-1.7631731033325195,0.14987605810165405,-0.42868611216545105,-3.8279950618743896,-0.88753741979599,-6.0419392585754395,-8.675442695617676,-5.217940330505371,-5.582470417022705,-0.641876757144928,-1.1504251956939697,-0.9562844634056091,-1.00799560546875,-17.33209228515625
5VBNA,-8.735501289367676,-17.804981231689453,-14.097509384155273,-17.863195419311523,1.279239296913147,0.8396592140197754,-0.8054341077804565,0.885178804397583,1.2655284404754639,-1.5041615962982178,-1.2851555347442627,0.9281319975852966,0.20194436609745026,-1.923891305923462,-1.719105839729309,-1.3713645935058594,-0.5334905982017517,-0.3034791946411133,-0.2092646360397339,-1.2699276208877563,-0.4474762976169586,-0.9207232594490051,-3.7078871726989746,-0.13895919919013977,-4.158741474151611,-7.990871429443359,-4.9002156257629395,-5.309508800506592,-0.59577876329422,-1.1320571899414062,-0.912128210067749,-0.9529114365577698,-17.88062286376953
3R8JA,-9.332189559936523,-18.216827392578125,-12.447958946228027,-18.260658264160156,0.15762649476528168,0.6840070486068726,-0.525442361831665,0.19039756059646606,0.8531081080436707,-0.17882268130779266,-0.5514179468154907,0.35924383997917175,-0.6856628656387329,-1.077601432800293,-1.036339282989502,-0.27606654167175293,-0.4143473505973816,-0.7090035080909729,-0.938977062702179,-1.4523873329162598,-0.8360731601715088,-1.5365769863128662,-2.5730650424957275,-1.9144057035446167,-5.127940654754639,-8.949007987976074,-7.102190017700195,-6.960320949554443,-1.219137191772461,-1.5272659063339233,-1.428073763847351,-1.4912327527999878,-18.270160675048828
5B21A,-9.000502586364746,-18.403444290161133,-13.105772018432617,-18.486156463623047,0.7864371538162231,0.49453073740005493,-0.6603953242301941,0.9650152325630188,0.9536133408546448,-0.835859477519989,-1.0564892292022705,0.791000247001648,0.1160547137260437,-1.531716227531433,-2.132183313369751,-1.1545774936676025,-0.20769420266151428,-0.41019970178604126,-0.5804057121276855,-1.2115585803985596,-0.43793970346450806,-1.1958520412445068,-3.0935182571411133,-3.079346179962158,-5.921727180480957,-8.945901870727539,-6.195249557495117,-6.536742687225342,-1.0502952337265015,-1.3893722295761108,-1.236167550086975,-1.2702525854110718,-18.441322326660156
6HEMA,-9.393406867980957,-18.878454208374023,-13.41286563873291,-18.8790225982666,0.8588038682937622,-0.0665242075920105,-1.2536861896514893,-0.10791673511266708,0.07083339244127274,-0.24814888834953308,-0.5009178519248962,-0.24307332932949066,-0.06954772770404816,-1.3042242527008057,-1.9422807693481445,-0.10946054756641388,-0.39103853702545166,-0.6412850022315979,-0.723457932472229,-1.0949878692626953,-0.6749323606491089,-1.0483118295669556,-2.759093999862671,-1.222989797592163,-6.642449855804443,-9.644547462463379,-7.630073547363281,-7.531123638153076,-1.3705496788024902,-1.6373716592788696,-1.5211741924285889,-1.6184988021850586,-18.912626266479492
5H2WB,-9.746280670166016,-18.05121421813965,-11.424847602844238,-18.071685791015625,0.038590431213378906,-0.7512137293815613,-0.9429721832275391,-0.720818817615509,0.5006502866744995,0.23072971403598785,-0.37304338812828064,-0.12968628108501434,-0.10930269211530685,-0.05736994743347168,-0.917760968208313,0.35606223344802856,-0.5246143341064453,0.21178320050239563,-0.970353364944458,-1.2117671966552734,-1.6134170293807983,-1.5961532592773438,-2.7306530475616455,-2.1728615760803223,-8.096725463867188,-9.898783683776855,-8.743978500366211,-8.372451782226562,-1.6795732975006104,-1.736292839050293,-1.8209786415100098,-1.8374744653701782,-18.04779815673828
6BSCB,-9.099286079406738,-18.125436782836914,-10.946532249450684,-18.148338317871094,0.14649410545825958,0.2391190081834793,-0.7790468335151672,0.2122095823287964,0.14265786111354828,-0.31745773553848267,-0.509394645690918,-0.0928371325135231,-0.3963327705860138,-0.5141564607620239,-1.0953246355056763,-0.6404171586036682,-0.39712366461753845,-0.6564204096794128,-0.8135027289390564,-1.0876387357711792,-1.35110604763031,-1.599250078201294,-2.5302717685699463,-2.462711811065674,-6.883476257324219,-10.29981517791748,-8.584524154663086,-8.509512901306152,-1.695681095123291,-1.7430111169815063,-1.7872965335845947,-1.9481056928634644,-18.12959098815918
2FY7A,-8.291061401367188,-17.183759689331055,-13.310307502746582,-17.2780704498291,0.7027440667152405,0.23560789227485657,-0.9235270619392395,0.3133533298969269,0.5521519184112549,-1.252961277961731,-0.3036457896232605,-0.022974403575062752,-0.336500883102417,-1.4996485710144043,-2.1869750022888184,-0.8223108053207397,-0.37301069498062134,-0.38165876269340515,-0.7895166873931885,-1.214133381843567,-0.6141673922538757,-0.6217539310455322,-2.915039539337158,-2.8666696548461914,-3.46457576751709,-7.967539310455322,-5.517920017242432,-5.460683345794678,-0.7982150316238403,-1.269587755203247,-1.0263150930404663,-1.1073628664016724,-17.274246215820312
6YK4A,-8.245977401733398,-17.291786193847656,-12.913179397583008,-17.32294464111328,-0.1523134410381317,0.5575222969055176,-0.518287181854248,0.23883593082427979,0.6038460731506348,-0.3974900543689728,-0.9856825470924377,0.3306960463523865,-0.3768920302391052,-1.137904405593872,-2.498281478881836,-0.47623300552368164,-0.9268519282341003,-0.7181826233863831,-2.0150113105773926,-1.6756186485290527,-0.9943825602531433,-1.6906652450561523,-3.8219335079193115,-3.0786449909210205,-3.3186261653900146,-7.262506484985352,-5.046337604522705,-4.8311767578125,-0.525428831577301,-1.1704946756362915,-0.8679801225662231,-0.8762112855911255,-17.36845588684082
2V0PA,-9.919054985046387,-18.666982650756836,-11.999998092651367,-18.682363510131836,0.9517866373062134,-0.45714861154556274,-1.2845416069030762,-0.5855519771575928,0.5019922852516174,0.448563814163208,-0.6875556707382202,-0.15712514519691467,0.014805304817855358,0.08399064838886261,-1.7360979318618774,0.3728278875350952,0.015665920451283455,0.1758701205253601,-0.7284032106399536,-0.7599342465400696,-1.7626911401748657,-1.14528489112854,-3.1457738876342773,-2.5194692611694336,-8.231171607971191,-10.572032928466797,-8.83820629119873,-8.552536964416504,-1.5593246221542358,-1.7672005891799927,-1.8091918230056763,-1.7836346626281738,-18.66315269470215
1SZHA,-9.429764747619629,-17.573810577392578,-10.903019905090332,-17.552663803100586,-0.06232883036136627,-0.5126703381538391,-0.726187527179718,-0.6028817892074585,-0.006809574086219072,0.028249023482203484,-0.3750523626804352,-0.42092061042785645,-0.4637022912502289,-0.2697499394416809,-0.9633761048316956,0.2208731472492218,-0.9148913621902466,-0.39923587441444397,-0.7060458660125732,-0.9576213955879211,-1.4745146036148071,-1.6243795156478882,-2.5568795204162598,-1.0478129386901855,-8.339452743530273,-10.132399559020996,-8.170488357543945,-8.417265892028809,-1.587310791015625,-1.6830507516860962,-1.7583264112472534,-1.7670695781707764,-17.57441520690918
6YSKA,-7.3228654861450195,-15.981261253356934,-12.984986305236816,-16.002344131469727,1.175561785697937,0.8198732733726501,0.004694693256169558,0.3972057104110718,1.494482398033142,-1.095503330230713,0.45495954155921936,0.4448810815811157,-0.8819642066955566,-1.4718382358551025,-1.3529162406921387,-1.1896743774414062,-0.17590798437595367,-0.8535652160644531,-1.064085602760315,-1.5852574110031128,-0.7443490028381348,-0.1524602770805359,-2.312055826187134,-1.7118905782699585,-4.16937255859375,-7.200989723205566,-3.759436845779419,-4.171476364135742,-0.2811272144317627,-0.9197431206703186,-0.6340176463127136,-0.6259844303131104,-16.069042205810547
6Q3PB,-8.413049697875977,-17.03302764892578,-10.664938926696777,-17.103303909301758,-0.6017571687698364,0.5218925476074219,2.247565984725952,-0.16985999047756195,0.05946330726146698,-0.21733710169792175,0.19034162163734436,-1.129366159439087,-1.23758864402771,0.06039402261376381,1.5951207876205444,-0.6401228308677673,-0.7857016324996948,-1.6495620012283325,-1.6167947053909302,-2.1336259841918945,-2.02897047996521,-1.9227221012115479,-3.058069944381714,-2.843977928161621,-2.933152437210083,-7.849527835845947,-6.765621662139893,-6.509912490844727,-1.2902356386184692,-1.329897165298462,-1.4727637767791748,-1.4789255857467651,-17.050167083740234
2QFEA,-9.636460304260254,-18.675031661987305,-13.355534553527832,-18.729856491088867,0.47443726658821106,-0.09642921388149261,-0.15545304119586945,0.025245293974876404,1.0637484788894653,-1.2722777128219604,-0.6206192374229431,0.15272149443626404,-0.17720939218997955,-2.058199405670166,-1.410475730895996,-0.8302723169326782,-0.6320056915283203,-0.47677353024482727,-0.31496739387512207,-0.9747167229652405,-1.1259814500808716,-0.2777175009250641,-2.9751389026641846,-0.6669133901596069,-5.6083855628967285,-9.230745315551758,-6.5887956619262695,-6.9892730712890625,-1.1543892621994019,-1.4804924726486206,-1.3349788188934326,-1.3648289442062378,-18.74587631225586
