,features_0,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,features_17,features_18,features_19,features_20,features_21,features_22,features_23,features_24,features_25,features_26,features_27,features_28,features_29,features_30,features_31,features_32
ENSP00000473524.2,-8.707622528076172,-17.510990142822266,-10.001100540161133,-17.5269718170166,0.40025362372398376,1.0848522186279297,1.4411019086837769,-0.6118977069854736,-0.051373787224292755,-0.6424688696861267,1.115238904953003,-0.7150663137435913,-1.7632040977478027,-1.0297818183898926,0.8462245464324951,-0.9069095253944397,-0.8355801701545715,-1.8166987895965576,-1.3264931440353394,-2.3916635513305664,-2.1249468326568604,-1.2876060009002686,-1.2367374897003174,-0.8198561072349548,-6.947735786437988,-10.660276412963867,-8.432045936584473,-8.82326602935791,-1.8228645324707031,-1.835479736328125,-1.9609817266464233,-2.020266532897949,-17.450969696044922
FBpp0074331,-10.063094139099121,-18.813777923583984,-13.870878219604492,-18.88241195678711,0.7255956530570984,1.3150641918182373,-0.19465024769306183,0.4071490466594696,0.5999869704246521,-0.22986561059951782,-0.14209604263305664,0.3153332471847534,-0.5436521172523499,-0.685858964920044,-1.2049427032470703,-0.25799182057380676,0.044689539819955826,-0.38435816764831543,-0.7685489058494568,-1.0008584260940552,-1.2538342475891113,-0.9127649068832397,-2.501577615737915,-3.2037484645843506,-7.932331562042236,-10.640176773071289,-7.646243572235107,-8.112857818603516,-1.246954083442688,-1.7547565698623657,-1.648435354232788,-1.6023576259613037,-18.821393966674805
ENSDARP00000118998.1,-9.89897346496582,-17.908288955688477,-11.086455345153809,-17.957910537719727,0.15202213823795319,0.20621271431446075,0.14126618206501007,-0.7180378437042236,0.7055709958076477,-0.530909538269043,-0.6142983436584473,-0.30620622634887695,-1.0828777551651,-0.6974495053291321,-0.00011172077938681468,-1.033015489578247,-0.2078365683555603,-0.4326731264591217,-1.195587158203125,-1.9947940111160278,-1.073014736175537,-1.514109492301941,-2.1515045166015625,-1.8330744504928589,-7.550495147705078,-10.21927261352539,-8.856317520141602,-8.692500114440918,-1.8552863597869873,-1.7766404151916504,-1.990946888923645,-1.989566445350647,-17.86452293395996
ENSP00000414202.1,-9.133475303649902,-18.762935638427734,-13.345705032348633,-18.84718132019043,1.3127667903900146,1.211891531944275,0.5915316343307495,0.6571086645126343,1.4737677574157715,0.056795209646224976,-0.32180479168891907,0.7885892987251282,-0.8866205215454102,-0.6098830103874207,-0.0741836354136467,-1.4540605545043945,0.512999951839447,-0.7200474739074707,-1.5457820892333984,-2.7959914207458496,-0.8205838799476624,-0.6735244989395142,-2.7152903079986572,-0.8029085397720337,-5.904712677001953,-9.28388786315918,-6.675009727478027,-6.749878406524658,-1.0736926794052124,-1.4207607507705688,-1.3332090377807617,-1.424022912979126,-18.82577133178711
ENSPTRP00000010627.4,-9.260241508483887,-18.065902709960938,-12.143810272216797,-18.096546173095703,-0.003831711132079363,0.6975173354148865,0.05785244703292847,0.4405568540096283,0.816775381565094,0.5898598432540894,-0.5499098896980286,0.3807952105998993,-0.4885523319244385,-0.6511304974555969,-1.0544453859329224,-0.3795652687549591,-0.36126846075057983,-0.511617124080658,-1.3073506355285645,-1.6288623809814453,-0.7651742100715637,-1.5427037477493286,-3.03399920463562,-1.6515932083129883,-6.671502590179443,-9.227754592895508,-7.498144149780273,-7.329189300537109,-1.2664523124694824,-1.523011326789856,-1.4823377132415771,-1.5523601770401,-18.106306076049805
R06F6.1,-9.96945858001709,-18.603723526000977,-12.29120922088623,-18.65899085998535,-0.1856626719236374,0.09196251630783081,-0.4305385649204254,-0.3205489218235016,1.06531822681427,0.26288041472435,0.20541058480739594,0.2066151350736618,-0.838796079158783,-0.15172146260738373,-0.5139054656028748,0.1091671884059906,-0.45061755180358887,-0.331207275390625,-1.44920814037323,-1.9351555109024048,-1.3170201778411865,-1.4072818756103516,-3.082839250564575,-1.9996967315673828,-8.514128684997559,-10.197312355041504,-8.596138954162598,-8.33950424194336,-1.567405104637146,-1.7974042892456055,-1.7826032638549805,-1.814760684967041,-18.604124069213867
YCR071C_mRNA,-9.4186372756958,-18.5499324798584,-13.312627792358398,-18.62527084350586,0.51626056432724,0.17294593155384064,-0.7439430952072144,0.21057796478271484,0.41454753279685974,-0.8200446367263794,-0.5525200963020325,0.1924581527709961,0.195180743932724,-1.4758026599884033,-1.4752466678619385,0.12535032629966736,-0.4346272647380829,-0.19175036251544952,-0.48205438256263733,-0.8301898241043091,-1.0406385660171509,-1.1490206718444824,-2.525965690612793,-1.6221699714660645,-7.0205912590026855,-10.262161254882812,-7.83115291595459,-8.088547706604004,-1.4536747932434082,-1.6587269306182861,-1.6639255285263062,-1.6682122945785522,-18.563114166259766
ENSBTAP00000074037.1,-9.243196487426758,-17.55120277404785,-12.095470428466797,-17.621231079101562,0.2974163293838501,0.20210711658000946,-0.5483555793762207,-0.05155809968709946,0.9370442032814026,-0.9435631036758423,-0.025697316974401474,-0.04187590628862381,-0.9086005091667175,-1.3446851968765259,0.08235184103250504,-0.4357888698577881,-0.19237609207630157,-0.7115017771720886,-0.9511374831199646,-1.4609454870224,-1.4277572631835938,-0.8985982537269592,-3.1036274433135986,-1.5607246160507202,-7.242111682891846,-9.728034019470215,-7.4941086769104,-7.502010822296143,-1.3891581296920776,-1.5049219131469727,-1.579519510269165,-1.6386648416519165,-17.577571868896484
ENSEBUP00000013868.1,-9.48878002166748,-18.81340217590332,-12.525093078613281,-18.964550018310547,-0.1512032002210617,0.6699094772338867,-0.20498345792293549,0.24920067191123962,1.2770416736602783,-0.3332366645336151,0.14840929210186005,0.28426098823547363,-0.5811150670051575,-0.6121536493301392,-0.9514275193214417,0.9827523827552795,-0.28740447759628296,-0.11532370001077652,-1.4190399646759033,-1.9909428358078003,-1.560814619064331,-1.1734622716903687,-4.157270431518555,-2.5902490615844727,-6.728227615356445,-9.697157859802246,-8.012922286987305,-7.695209980010986,-1.291663408279419,-1.715928554534912,-1.6337047815322876,-1.6074516773223877,-18.83101463317871
YJL183W_mRNA,-9.702424049377441,-18.31964874267578,-13.472343444824219,-18.37774085998535,0.5013041496276855,0.12809091806411743,-0.6088402271270752,-0.008710144087672234,0.5177870392799377,-0.7442355155944824,-0.6943314075469971,0.03421981632709503,-0.01005685143172741,-0.9069536924362183,-1.1459619998931885,-0.25492411851882935,-0.5729258060455322,-0.23288312554359436,-0.4118809998035431,-0.517594039440155,-1.0937721729278564,-0.8637529611587524,-2.1410176753997803,-3.323807954788208,-8.992114067077637,-10.926554679870605,-8.158523559570312,-8.648579597473145,-1.4616776704788208,-1.731278657913208,-1.7569444179534912,-1.6874464750289917,-18.29741668701172
ENSGALP00000069504.1,-8.78821849822998,-17.60832405090332,-12.54514217376709,-17.636404037475586,1.4522359371185303,1.9539158344268799,0.6278001666069031,0.8134727478027344,0.8899614214897156,-0.7275608777999878,0.42396485805511475,0.46045199036598206,-1.3348708152770996,-1.4884049892425537,-0.4474049210548401,-1.5311685800552368,0.014514558017253876,-1.7625640630722046,-1.4145768880844116,-2.5804450511932373,-1.0694366693496704,-0.8565027713775635,-2.1720855236053467,-0.1984807401895523,-5.4467363357543945,-9.610552787780762,-6.740720748901367,-7.001847743988037,-1.130204677581787,-1.4615013599395752,-1.383218765258789,-1.400680661201477,-17.624858856201172
ENSP00000476786.1,-9.17872428894043,-17.43938636779785,-9.731953620910645,-17.445737838745117,0.005741226952522993,-0.44360020756721497,-0.6055786609649658,-0.5724905133247375,0.30004674196243286,-0.6542395353317261,-0.3614526391029358,-0.20122750103473663,-0.6847690939903259,-0.6900162696838379,-0.39793458580970764,-0.7093942165374756,-0.27212223410606384,-1.0014716386795044,-1.0989032983779907,-1.5880671739578247,-1.565853238105774,-1.256852149963379,-2.1405797004699707,-1.612294316291809,-8.226333618164062,-10.107623100280762,-8.628729820251465,-8.574851989746094,-1.7817844152450562,-1.7923334836959839,-1.9175623655319214,-1.9584325551986694,-17.448410034179688
ENSSSCP00000043732.1,-9.86742877960205,-18.323352813720703,-12.066428184509277,-18.286476135253906,0.5898273587226868,0.0212616715580225,-0.30676209926605225,0.014613896608352661,0.4208618402481079,-0.048334259539842606,-0.16934674978256226,0.008960791863501072,-0.40242424607276917,-0.850260317325592,-1.2200727462768555,-0.08993517607450485,-0.2912607491016388,-0.7722715139389038,-0.746687650680542,-1.392669916152954,-1.019517421722412,-1.0457254648208618,-2.1423606872558594,-1.0100789070129395,-6.598025798797607,-9.259334564208984,-7.676284313201904,-7.471076965332031,-1.451239824295044,-1.5564351081848145,-1.599625825881958,-1.5393362045288086,-18.352733612060547
ENSOANP00000016199.1,-8.58633804321289,-17.658767700195312,-11.862544059753418,-17.642736434936523,1.6235926151275635,1.1143015623092651,0.48445001244544983,0.6581319570541382,1.0621827840805054,-0.7183929681777954,0.5818098783493042,0.39117592573165894,-1.1789214611053467,-1.5453829765319824,0.09728221595287323,-1.2574948072433472,0.09359993785619736,-1.6982911825180054,-0.922731876373291,-2.485884428024292,-1.031909704208374,-0.7641137838363647,-1.4845352172851562,-0.537915050983429,-4.634582996368408,-8.836828231811523,-6.4029130935668945,-6.515053749084473,-1.1389875411987305,-1.3758869171142578,-1.2552913427352905,-1.472013235092163,-17.676118850708008
YMR273C_mRNA,-10.030549049377441,-18.679275512695312,-12.66522216796875,-18.722030639648438,0.10601866245269775,-0.09602827578783035,-0.5351489186286926,-0.2687669098377228,1.1326937675476074,0.33438849449157715,-0.09722602367401123,0.2987847626209259,-0.38742801547050476,-0.1393045037984848,-0.48267439007759094,0.4900694489479065,0.04629704728722572,0.40446707606315613,-1.4866596460342407,-1.6160054206848145,-1.3187427520751953,-0.781696617603302,-4.054614067077637,-3.956298589706421,-8.061112403869629,-10.253618240356445,-8.631863594055176,-8.30712604522705,-1.4911930561065674,-1.7568556070327759,-1.7591665983200073,-1.728476881980896,-18.657228469848633
ENSECAP00000037038.1,-8.292779922485352,-17.122102737426758,-13.478448867797852,-17.131290435791016,0.46533656120300293,0.6796961426734924,-0.3309064507484436,0.26901975274086,-0.023582598194479942,-0.6009466052055359,0.32300329208374023,0.02633841522037983,-0.687856912612915,-1.2811813354492188,-0.8578258156776428,-0.15963324904441833,-0.3311145007610321,-0.9417024850845337,-0.7907534241676331,-1.1373450756072998,-0.5967256426811218,-0.8283382654190063,-1.8091111183166504,-1.302903175354004,-7.1193132400512695,-10.114716529846191,-6.645053863525391,-7.309720039367676,-1.1003950834274292,-1.5060460567474365,-1.4423376321792603,-1.4696539640426636,-17.1848087310791
ENSEBUP00000019004.1,-9.668783187866211,-18.455833435058594,-12.246521949768066,-18.47480583190918,0.333568811416626,0.20706337690353394,-0.6068651080131531,0.0031201671808958054,0.6783940196037292,-0.493276983499527,-0.10538636893033981,0.0541713684797287,-0.4621906280517578,-0.7938663959503174,-1.5905686616897583,-0.1922820508480072,-0.4618782699108124,-0.5242679119110107,-0.861244261264801,-1.183923602104187,-1.2492039203643799,-0.7455072999000549,-2.6683809757232666,-0.691530704498291,-5.937483787536621,-9.001734733581543,-7.540970325469971,-7.3495025634765625,-1.3680897951126099,-1.5858266353607178,-1.6422712802886963,-1.6266220808029175,-18.45958709716797
FBpp0089022,-9.843143463134766,-18.486614227294922,-12.703266143798828,-18.527807235717773,0.22989815473556519,0.39087432622909546,-0.812534511089325,-0.010514489375054836,0.45918360352516174,0.045662976801395416,-0.32676973938941956,0.05394921451807022,-0.41468238830566406,-0.5145431160926819,-1.0445456504821777,-0.050614021718502045,-0.17817695438861847,-0.34371957182884216,-1.5240333080291748,-1.861345887184143,-0.9736458659172058,-1.236756682395935,-3.3512074947357178,-1.5979310274124146,-7.4872026443481445,-9.630927085876465,-8.088597297668457,-7.696874141693115,-1.4458879232406616,-1.658363699913025,-1.6549824476242065,-1.6187098026275635,-18.489376068115234
FBpp0310071,-10.037466049194336,-19.23927116394043,-13.24146842956543,-19.390382766723633,0.27227890491485596,1.6390018463134766,0.09422212094068527,0.7314659357070923,0.8491309881210327,0.7321069836616516,-0.7866060733795166,0.4568049907684326,-0.6481127142906189,0.07507990300655365,-0.07172120362520218,1.4055976867675781,0.20396938920021057,-0.17230726778507233,-1.7268002033233643,-2.518524408340454,-1.280177354812622,-1.5656993389129639,-4.206419467926025,-2.8928205966949463,-7.628395080566406,-10.133491516113281,-8.365355491638184,-8.00208568572998,-1.4087423086166382,-1.7706059217453003,-1.7622953653335571,-1.7078044414520264,-19.242881774902344
ENSOANP00000016500.2,-9.711114883422852,-18.251375198364258,-12.879660606384277,-18.257381439208984,0.9263246059417725,0.6418060064315796,0.31358015537261963,0.4417482316493988,0.39593514800071716,-0.6405283212661743,-0.48711511492729187,0.05616804584860802,-0.5645824074745178,-1.3474267721176147,-0.8897311687469482,-0.8318687081336975,-0.6181735396385193,-1.2636433839797974,-0.5240075588226318,-1.3701086044311523,-1.0360095500946045,-1.5251084566116333,-1.6773945093154907,-1.8336931467056274,-7.17826509475708,-9.97824764251709,-7.735520839691162,-7.9651360511779785,-1.4680144786834717,-1.6528452634811401,-1.6161547899246216,-1.695514440536499,-18.265050888061523
ENSMUSP00000021091.8,-6.719855308532715,-15.474047660827637,-13.025754928588867,-15.542210578918457,0.7012200355529785,1.5069539546966553,-0.25287625193595886,0.8971685171127319,1.9575605392456055,-1.8501635789871216,-1.400741696357727,1.1951797008514404,-0.006120700389146805,-2.168196201324463,-3.5719125270843506,-1.4607231616973877,-0.8163238763809204,-0.16248543560504913,-1.2036865949630737,-2.0280282497406006,-0.08168459683656693,-1.1447949409484863,-4.228965759277344,-0.5941466689109802,-5.2212443351745605,-8.162104606628418,-3.704519271850586,-4.602738380432129,-0.06760430335998535,-0.9367430806159973,-0.6417092680931091,-0.5915030837059021,-15.516751289367676
ENSP00000432523.1,-9.713736534118652,-19.265832901000977,-12.564973831176758,-19.397546768188477,-0.13386516273021698,0.8772408962249756,-0.14785325527191162,-0.1866576224565506,0.4470531642436981,0.6540539264678955,0.7898780703544617,0.14700426161289215,-0.9842054843902588,-0.22328373789787292,-0.6126343011856079,1.4812910556793213,0.4236432909965515,-0.35103893280029297,-2.3269474506378174,-2.8667197227478027,-1.564184546470642,-1.1413325071334839,-4.093879699707031,-3.6095571517944336,-8.731892585754395,-10.619986534118652,-8.71330451965332,-8.292567253112793,-1.4465535879135132,-1.8922808170318604,-1.7683862447738647,-1.8058302402496338,-19.29789924621582
ENSGALP00000069635.1,-9.171804428100586,-18.196094512939453,-13.248617172241211,-18.300067901611328,0.6047724485397339,0.7703038454055786,-0.2902348041534424,0.38045644760131836,0.7403985857963562,-0.5034992694854736,-0.2964640259742737,0.453277587890625,-0.3284277617931366,-1.5582027435302734,-0.44698837399482727,0.31040158867836,-0.018410025164484978,-0.5834568738937378,-1.6149529218673706,-2.6135611534118652,-1.0957061052322388,-1.2800859212875366,-3.4462733268737793,-1.0877422094345093,-6.741387844085693,-9.528042793273926,-7.2477545738220215,-7.227687358856201,-1.1761178970336914,-1.5218324661254883,-1.5054794549942017,-1.4855473041534424,-18.210519790649414
ENSEBUP00000017856.1,-9.03196907043457,-17.1622314453125,-10.86301040649414,-17.171463012695312,-0.22841081023216248,-0.4543333947658539,-0.28222647309303284,-0.6569960117340088,-0.12169844657182693,-0.2439763844013214,0.3491457402706146,-0.8640920519828796,-0.8392934203147888,-0.2695726752281189,-0.20509393513202667,-0.7465039491653442,-0.5219245553016663,-0.5728251338005066,-0.7523690462112427,-0.927435576915741,-1.2551480531692505,-1.3015189170837402,-1.5910447835922241,-2.1464056968688965,-7.404013633728027,-9.834230422973633,-8.519285202026367,-8.265833854675293,-1.7189618349075317,-1.7258199453353882,-1.7817697525024414,-1.8727126121520996,-17.204362869262695
ENSP00000473630.1,-8.230563163757324,-16.538713455200195,-8.4089994430542,-16.480405807495117,0.10467444360256195,0.23883676528930664,-0.17484867572784424,-0.47778624296188354,-0.08281896263360977,-0.7891248464584351,0.01200447604060173,-0.5161260962486267,-0.9078450798988342,-0.9377599358558655,-0.1779845505952835,-1.2558833360671997,-0.8292373418807983,-1.5491211414337158,-1.128815770149231,-1.8999619483947754,-1.5548820495605469,-1.0670334100723267,-1.5651187896728516,-1.1531652212142944,-6.644347667694092,-9.698209762573242,-8.069618225097656,-8.263801574707031,-1.6947829723358154,-1.692285418510437,-1.8644970655441284,-1.8830825090408325,-16.517292022705078
FBpp0084993,-9.40858268737793,-18.647891998291016,-13.486370086669922,-18.845460891723633,0.02920108661055565,1.0621439218521118,-0.31259313225746155,-0.1953607201576233,0.3640362322330475,0.5458403825759888,0.3481524884700775,-0.087290458381176,-0.5455736517906189,-0.5220862030982971,-1.9554173946380615,1.7887942790985107,0.9316548705101013,0.5751407742500305,-1.038901686668396,-1.4941648244857788,-0.5952578783035278,-0.9758898019790649,-3.3334035873413086,-3.654484987258911,-7.580881118774414,-10.43954086303711,-8.271078109741211,-7.954902648925781,-1.33295476436615,-1.7797198295593262,-1.674340844154358,-1.639208197593689,-18.638803482055664
YKR056W_mRNA,-9.594314575195312,-18.529939651489258,-13.478413581848145,-18.609378814697266,0.4354100525379181,0.23471073806285858,-0.632489025592804,0.388433575630188,0.6281157732009888,-0.3463275730609894,-1.113051414489746,0.3809867799282074,0.0839688777923584,-0.8056042790412903,-1.667070984840393,-0.29096949100494385,-0.5503706932067871,-0.009429420344531536,-0.49323776364326477,-0.9949463605880737,-1.0864884853363037,-1.1935433149337769,-3.224008798599243,-1.5041567087173462,-7.925270080566406,-10.37962532043457,-7.604381084442139,-8.001315116882324,-1.2536673545837402,-1.6114386320114136,-1.598414421081543,-1.576999545097351,-18.567283630371094
ENSP00000405757.1,-8.684844970703125,-17.140199661254883,-9.217388153076172,-17.120738983154297,-0.11278651654720306,1.1406012773513794,0.6078737378120422,-0.29413267970085144,0.11326925456523895,-0.4679153263568878,1.0699903964996338,-0.5574890375137329,-1.3969558477401733,-0.8425835371017456,0.48608383536338806,-1.5524446964263916,-0.7772700190544128,-1.852169156074524,-1.5440723896026611,-2.2431178092956543,-1.7717156410217285,-1.1588337421417236,-1.4148420095443726,-0.8881776332855225,-5.7249884605407715,-9.840118408203125,-8.317276000976562,-8.32402229309082,-1.7279893159866333,-1.7635248899459839,-1.899746298789978,-1.9891868829727173,-17.151063919067383
ENSMUSP00000140917.1,-9.462105751037598,-17.876365661621094,-10.754637718200684,-17.929922103881836,-0.6388221383094788,0.03193480893969536,0.13218674063682556,-0.6761930584907532,0.6309143900871277,-0.40958669781684875,0.29263633489608765,-0.16904950141906738,-1.0411734580993652,-0.36775460839271545,0.3133242428302765,-0.6061651110649109,-0.1592588722705841,-0.2496713399887085,-1.723684549331665,-2.107086420059204,-1.9024970531463623,-1.4913851022720337,-2.8318352699279785,-2.0438990592956543,-8.089768409729004,-10.211869239807129,-8.74372673034668,-8.605145454406738,-1.6968863010406494,-1.8405976295471191,-1.8936861753463745,-1.9245275259017944,-17.88747215270996
ENSFCAP00000046774.1,-8.93856430053711,-18.06220054626465,-12.824662208557129,-18.085899353027344,0.4611329436302185,0.945294201374054,-0.08457108587026596,0.19715701043605804,0.4416312277317047,0.5407088398933411,0.3931432366371155,-0.1866350919008255,-0.8836364150047302,-1.1054619550704956,-1.0478698015213013,0.08739407360553741,0.18640384078025818,-1.0074326992034912,-1.317639946937561,-1.846204161643982,-1.233054518699646,-1.2092889547348022,-2.674884557723999,-1.6303240060806274,-5.616307735443115,-9.516205787658691,-6.972321510314941,-6.900782108306885,-1.1071072816848755,-1.513460397720337,-1.4366717338562012,-1.4960048198699951,-18.072423934936523
ENSRNOP00000042092.2,-9.063249588012695,-18.026500701904297,-11.386407852172852,-18.063905715942383,0.3654152452945709,0.003964051138609648,-0.3063630163669586,-0.18464483320713043,0.32516732811927795,-0.2017938792705536,0.018147876486182213,-0.11201275885105133,-0.6298865079879761,-0.9872828125953674,-0.5795071721076965,0.4936526119709015,-0.290866494178772,-0.7534364461898804,-1.3755959272384644,-2.0491716861724854,-1.3616384267807007,-1.2004634141921997,-2.463210105895996,-1.6824713945388794,-5.944972991943359,-9.033711433410645,-7.462862491607666,-7.192172050476074,-1.386084794998169,-1.5861619710922241,-1.5587767362594604,-1.5921112298965454,-18.05789566040039
B0280.3.1,-9.68142032623291,-18.590700149536133,-13.529559135437012,-18.63935661315918,0.4880021810531616,0.8852783441543579,-0.2673349678516388,0.643788754940033,0.5045838952064514,-0.818827748298645,-1.0039104223251343,0.14501848816871643,-0.16079483926296234,-1.353679895401001,-2.1898245811462402,-0.7248489856719971,-0.6189574003219604,-0.6880879402160645,-0.8656503558158875,-1.3483953475952148,-0.8956577181816101,-1.3126540184020996,-2.9646201133728027,-0.5507490038871765,-5.7350664138793945,-9.582859992980957,-7.11746883392334,-7.484901428222656,-1.2012370824813843,-1.5485328435897827,-1.4999675750732422,-1.5118619203567505,-18.657114028930664
T05E11.5,-9.746763229370117,-18.37140464782715,-13.669657707214355,-18.42622947692871,0.8657088875770569,0.6824385523796082,-0.34554678201675415,0.5278380513191223,0.4765225052833557,-1.2218284606933594,-1.9020006656646729,0.2849070429801941,0.3307259976863861,-1.7676771879196167,-1.4049643278121948,-1.5900826454162598,-1.2946594953536987,-0.979827880859375,-0.05670769885182381,-1.0933679342269897,-0.6730013489723206,-1.990771770477295,-2.3510499000549316,-1.6879287958145142,-7.00709342956543,-10.304523468017578,-7.875552654266357,-8.16677474975586,-1.4903953075408936,-1.6761889457702637,-1.7021108865737915,-1.6920111179351807,-18.374404907226562
K12B6.1,-9.991795539855957,-18.766557693481445,-14.05264949798584,-18.85404396057129,0.3918454349040985,0.465922474861145,-0.3606312870979309,0.3103445768356323,0.45822077989578247,-0.6214773654937744,-0.7968168258666992,0.37882617115974426,-0.051276788115501404,-0.986871063709259,-1.273911952972412,-0.050604648888111115,-0.26017066836357117,-0.023326575756072998,-0.527661144733429,-0.868744969367981,-0.7166374325752258,-1.1719859838485718,-2.90321946144104,-1.277809739112854,-9.635425567626953,-11.586859703063965,-8.568592071533203,-9.130480766296387,-1.5698069334030151,-1.7742486000061035,-1.9032270908355713,-1.810537338256836,-18.727731704711914
YGL001C_mRNA,-9.424047470092773,-18.514856338500977,-14.528520584106445,-18.650440216064453,0.44260460138320923,1.1188442707061768,-0.21267563104629517,0.694682240486145,0.7151294350624084,-1.0136297941207886,-1.2659791707992554,0.6627098917961121,0.21362422406673431,-1.3364163637161255,-1.9667407274246216,-0.8273402452468872,-0.619698703289032,-0.13421587646007538,-0.8266793489456177,-1.087367057800293,-0.8223865032196045,-0.9767434597015381,-2.979135274887085,-0.9151481986045837,-8.022926330566406,-10.681269645690918,-7.368393421173096,-8.114115715026855,-1.265921711921692,-1.6427279710769653,-1.6293634176254272,-1.6126340627670288,-18.5310115814209
ENSP00000351646.5,-7.037209987640381,-15.37756633758545,-13.221456527709961,-15.469888687133789,0.7728882431983948,1.6628702878952026,-0.5974053144454956,0.3096230924129486,1.1573283672332764,-0.24591413140296936,-1.1378960609436035,0.5572019219398499,-0.2942844033241272,-1.367677092552185,-3.092160701751709,-0.13989529013633728,0.25173822045326233,0.2891003489494324,-1.3657071590423584,-1.2621506452560425,-0.18144498765468597,-0.947080135345459,-3.8728716373443604,-0.8495911359786987,-4.743478298187256,-7.4686479568481445,-4.339590549468994,-4.348879814147949,-0.18442252278327942,-0.914689838886261,-0.8201147317886353,-0.7464413046836853,-15.414306640625
ENSMUSP00000126185.1,-9.367175102233887,-17.634061813354492,-10.608222007751465,-17.661392211914062,0.17572958767414093,-0.6115317940711975,-0.6524956226348877,-0.31079381704330444,0.12185166776180267,0.29385754466056824,-0.7252920866012573,-0.4210607409477234,-0.35355469584465027,-0.5530833601951599,-0.4258075952529907,0.11837896704673767,-0.6605080366134644,-0.4315354526042938,-0.9047619700431824,-1.4246169328689575,-1.2215912342071533,-1.5127030611038208,-2.0736823081970215,-1.9305630922317505,-8.020194053649902,-9.831291198730469,-8.439565658569336,-8.255921363830566,-1.717185378074646,-1.7049622535705566,-1.8368546962738037,-1.8518431186676025,-17.636398315429688
ENSGALP00000063437.2,-8.468389511108398,-17.60382843017578,-13.485590934753418,-17.690553665161133,0.8540816903114319,1.4467699527740479,-0.3010913133621216,0.7143572568893433,0.9985715746879578,-0.7903809547424316,-0.6262567639350891,0.5265503525733948,-0.6120328903198242,-1.5722483396530151,-1.488369345664978,-1.035210371017456,-0.08578164875507355,-0.7260423302650452,-1.125186800956726,-1.908592700958252,-0.7545535564422607,-1.0003066062927246,-3.5549373626708984,-0.220638707280159,-4.859645843505859,-9.019886016845703,-5.748962879180908,-6.097728729248047,-0.7751136422157288,-1.357926607131958,-1.2163505554199219,-1.2935208082199097,-17.670310974121094
YCR020C-A_mRNA,-9.251659393310547,-18.45934295654297,-12.20899772644043,-18.498579025268555,0.6214651465415955,0.012196977622807026,-0.6906880736351013,0.4225177764892578,0.3347112834453583,-0.4601548910140991,-0.44445642828941345,-0.03226831182837486,-0.14392666518688202,-0.8528119325637817,-2.335261821746826,-0.366604745388031,-0.7781124711036682,-0.6503641605377197,-0.9820795655250549,-1.2445627450942993,-0.49152475595474243,-1.202580213546753,-2.8550453186035156,-1.124399185180664,-8.10918140411377,-10.176299095153809,-7.82894229888916,-8.076693534851074,-1.4366679191589355,-1.6471036672592163,-1.6067793369293213,-1.6116026639938354,-18.472105026245117
ENSELUP00000038308.1,-9.375739097595215,-18.506689071655273,-13.508933067321777,-18.5057315826416,0.8520879149436951,0.6726843118667603,-0.002013830468058586,0.47877681255340576,0.8979030251502991,-0.8969203233718872,-0.5565049052238464,0.4473559558391571,-0.33653953671455383,-1.4499701261520386,-1.5631896257400513,-0.9735797047615051,-0.41204363107681274,-0.7061461806297302,-0.9507041573524475,-1.6076768636703491,-0.8274456858634949,-0.8048484325408936,-2.7045063972473145,-0.5884199142456055,-5.961971759796143,-9.053245544433594,-6.473147392272949,-6.790466785430908,-1.1080434322357178,-1.415087103843689,-1.3737140893936157,-1.34430992603302,-18.571475982666016
ENSECAP00000045223.1,-8.629426956176758,-17.569257736206055,-12.632484436035156,-17.631832122802734,0.10684574395418167,1.1755188703536987,-0.5458700060844421,0.6342200636863708,0.6581113934516907,-0.9308920502662659,-1.4499776363372803,0.7705861330032349,-0.3329843580722809,-1.8260020017623901,-1.0071784257888794,-1.2790164947509766,-0.2622377276420593,-1.0185372829437256,-1.1546075344085693,-1.902167797088623,-0.9934999346733093,-1.6804213523864746,-3.2874133586883545,-1.4588130712509155,-3.5334343910217285,-8.157427787780762,-5.82753324508667,-5.735386848449707,-0.8588655591011047,-1.2016313076019287,-1.1935330629348755,-1.1858218908309937,-17.64392852783203
ENSMUSP00000096829.3,-6.657538414001465,-14.89671516418457,-11.917743682861328,-14.908029556274414,0.5464925765991211,0.24700383841991425,-0.6958242058753967,0.1764884889125824,0.5833200812339783,-1.4906142950057983,-0.6962969303131104,-0.11282116919755936,-0.6040780544281006,-1.789180040359497,-1.9690823554992676,-1.3963236808776855,-0.6135677099227905,-0.5477608442306519,-1.3913573026657104,-1.2663904428482056,-0.9326428174972534,-0.5708790421485901,-3.7838029861450195,-1.2038804292678833,-4.711987495422363,-7.802630424499512,-4.318630218505859,-4.716236114501953,-0.4277622401714325,-1.0308362245559692,-0.8028993010520935,-0.7884666919708252,-14.97951602935791
